event_type,user_id,channel_id,guild_id,event_time,content_length,has_embed,has_attachment,is_interaction_command
message_sent,738503059193462835,884654932060409856,719180744311701505,2025-06-20T06:01:54.999000+00:00,4,False,False,False
message_sent,707306678546071644,884654932060409856,719180744311701505,2025-06-20T14:22:27.429000+00:00,33,False,False,False
message_sent,707306678546071644,884654932060409856,719180744311701505,2025-06-20T14:22:37.611000+00:00,22,False,False,False
message_sent,690574938452656188,884654932060409856,719180744311701505,2025-06-20T16:42:12.821000+00:00,0,False,False,False
message_sent,1183948684472352789,884654932060409856,719180744311701505,2025-06-20T20:04:05.953000+00:00,5,False,False,False
message_sent,703326365532946492,884654932060409856,719180744311701505,2025-06-20T20:52:30.823000+00:00,5,False,False,False
message_sent,708633567931924531,884654932060409856,719180744311701505,2025-06-20T22:06:42.288000+00:00,5,False,False,False
message_sent,737945017183633468,884654932060409856,719180744311701505,2025-06-21T02:06:22.091000+00:00,5,False,False,False
message_sent,737036996559765504,884654932060409856,719180744311701505,2025-06-21T13:02:09.855000+00:00,5,False,False,False
message_sent,775331073269039124,884654932060409856,719180744311701505,2025-06-21T13:22:49.807000+00:00,11,False,False,False
message_sent,958389812681908276,884654932060409856,719180744311701505,2025-06-21T13:24:19.620000+00:00,5,False,False,False
message_sent,958389812681908276,884654932060409856,719180744311701505,2025-06-21T13:24:23.447000+00:00,9,False,False,False
message_sent,958389812681908276,884654932060409856,719180744311701505,2025-06-21T13:24:41.269000+00:00,27,False,False,False
message_sent,958389812681908276,884654932060409856,719180744311701505,2025-06-21T13:24:47.876000+00:00,5,False,False,False
message_sent,775331073269039124,884654932060409856,719180744311701505,2025-06-21T13:26:22.950000+00:00,36,False,False,False
message_sent,746002015787679785,884654932060409856,719180744311701505,2025-06-21T13:32:04.314000+00:00,51,False,False,False
message_sent,746002015787679785,884654932060409856,719180744311701505,2025-06-21T13:32:15.199000+00:00,64,False,False,False
message_sent,450621826972778498,884654932060409856,719180744311701505,2025-06-21T15:33:36.961000+00:00,46,False,False,False
message_sent,450621826972778498,884654932060409856,719180744311701505,2025-06-21T15:34:15.632000+00:00,34,False,False,False
message_sent,450621826972778498,884654932060409856,719180744311701505,2025-06-21T15:34:27.197000+00:00,29,False,False,False
message_sent,901118938455375922,884654932060409856,719180744311701505,2025-06-21T15:35:37.957000+00:00,24,False,False,False
message_sent,617343950415593483,884654932060409856,719180744311701505,2025-06-21T15:36:04.702000+00:00,8,False,False,False
message_sent,704645450589798510,884654932060409856,719180744311701505,2025-06-21T15:41:55.233000+00:00,35,False,False,False
message_sent,901118938455375922,884654932060409856,719180744311701505,2025-06-21T15:52:02.179000+00:00,47,False,False,False
message_sent,707622151104233473,884654932060409856,719180744311701505,2025-06-21T17:10:32.771000+00:00,5,False,False,False
message_sent,707622151104233473,884654932060409856,719180744311701505,2025-06-21T17:10:53.646000+00:00,4,False,False,False
message_sent,803862765789773845,884654932060409856,719180744311701505,2025-06-22T04:45:51.580000+00:00,5,False,False,False
message_sent,803862765789773845,884654932060409856,719180744311701505,2025-06-22T04:45:55.621000+00:00,2,False,False,False
message_sent,803862765789773845,884654932060409856,719180744311701505,2025-06-22T04:46:46.629000+00:00,24,False,False,False
message_sent,542548944966778927,884654932060409856,719180744311701505,2025-06-22T05:27:33.047000+00:00,1,False,False,False
message_sent,542548944966778927,884654932060409856,719180744311701505,2025-06-22T05:27:35.001000+00:00,2,False,False,False
message_sent,542548944966778927,884654932060409856,719180744311701505,2025-06-22T05:27:41.907000+00:00,30,False,False,False
message_sent,803862765789773845,884654932060409856,719180744311701505,2025-06-22T05:28:37.533000+00:00,17,False,False,False
message_sent,542548944966778927,884654932060409856,719180744311701505,2025-06-22T05:31:13.457000+00:00,7,False,False,False
message_sent,542548944966778927,884654932060409856,719180744311701505,2025-06-22T05:31:16.251000+00:00,9,False,False,False
message_sent,542548944966778927,884654932060409856,719180744311701505,2025-06-22T05:31:28.059000+00:00,46,False,False,False
message_sent,862697269618540564,884654932060409856,719180744311701505,2025-06-22T06:46:29.873000+00:00,3,False,False,False
message_sent,456226577798135808,884654932060409856,719180744311701505,2025-06-22T07:45:13.412000+00:00,4,False,False,False
message_sent,456226577798135808,884654932060409856,719180744311701505,2025-06-22T07:45:26.597000+00:00,3,False,False,False
message_sent,944111903351918612,884654932060409856,719180744311701505,2025-06-22T07:46:08.129000+00:00,3,False,False,False
message_sent,642402102089613312,884654932060409856,719180744311701505,2025-06-22T08:00:26.929000+00:00,5,False,False,False
message_sent,949530019552698449,884654932060409856,719180744311701505,2025-06-22T08:02:56.538000+00:00,4,False,False,False
message_sent,949530019552698449,884654932060409856,719180744311701505,2025-06-22T08:04:28.190000+00:00,20,False,False,False
message_sent,949530019552698449,884654932060409856,719180744311701505,2025-06-22T08:05:02.291000+00:00,21,False,False,False
message_sent,949530019552698449,884654932060409856,719180744311701505,2025-06-22T08:05:19.292000+00:00,2,False,False,False
message_sent,949530019552698449,884654932060409856,719180744311701505,2025-06-22T08:05:46.894000+00:00,21,False,False,False
message_sent,862697269618540564,884654932060409856,719180744311701505,2025-06-22T08:10:50.792000+00:00,40,False,False,False
message_sent,542548944966778927,884654932060409856,719180744311701505,2025-06-22T08:36:57.989000+00:00,5,False,False,False
message_sent,756917634011758663,884654932060409856,719180744311701505,2025-06-22T10:36:49.256000+00:00,5,False,False,False
message_sent,720049209423822960,884654932060409856,719180744311701505,2025-06-22T12:50:33.366000+00:00,9,False,False,False
message_sent,708633567931924531,884654932060409856,719180744311701505,2025-06-22T14:11:26.132000+00:00,1,False,False,False
message_sent,708633567931924531,884654932060409856,719180744311701505,2025-06-22T14:11:34.433000+00:00,34,False,False,False
message_sent,768033715817021451,884654932060409856,719180744311701505,2025-06-22T19:02:09.904000+00:00,7,False,False,False
message_sent,901118938455375922,884654932060409856,719180744311701505,2025-06-22T19:03:07.806000+00:00,13,False,False,False
message_sent,901118938455375922,884654932060409856,719180744311701505,2025-06-22T19:03:14.211000+00:00,35,False,False,False
message_sent,617343950415593483,884654932060409856,719180744311701505,2025-06-22T19:08:35.955000+00:00,3,False,False,False
message_sent,901118938455375922,884654932060409856,719180744311701505,2025-06-22T19:09:59.703000+00:00,18,False,False,False
message_sent,901118938455375922,884654932060409856,719180744311701505,2025-06-22T19:10:02.912000+00:00,14,False,False,False
message_sent,901118938455375922,884654932060409856,719180744311701505,2025-06-22T19:10:05.805000+00:00,10,False,False,False
message_sent,617343950415593483,884654932060409856,719180744311701505,2025-06-22T19:12:34.692000+00:00,4,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:18:11.697000+00:00,5,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:18:20.262000+00:00,12,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:18:41.752000+00:00,12,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:18:58.415000+00:00,62,False,False,False
message_sent,749270166558343241,884654932060409856,719180744311701505,2025-06-22T19:19:19.980000+00:00,5,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:19:36.903000+00:00,138,False,False,False
message_sent,749270166558343241,884654932060409856,719180744311701505,2025-06-22T19:19:49.659000+00:00,4,False,False,False
message_sent,749270166558343241,884654932060409856,719180744311701505,2025-06-22T19:19:56.537000+00:00,11,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:20:07.218000+00:00,14,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:20:12.168000+00:00,17,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:20:15.328000+00:00,9,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:20:26.588000+00:00,11,False,False,False
message_sent,749270166558343241,884654932060409856,719180744311701505,2025-06-22T19:20:36.256000+00:00,49,False,False,False
message_sent,749270166558343241,884654932060409856,719180744311701505,2025-06-22T19:20:49.953000+00:00,22,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:20:56.124000+00:00,64,False,False,False
message_sent,749270166558343241,884654932060409856,719180744311701505,2025-06-22T19:20:56.452000+00:00,12,False,False,False
message_sent,749270166558343241,884654932060409856,719180744311701505,2025-06-22T19:21:08.956000+00:00,22,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:21:23.313000+00:00,30,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:21:38.302000+00:00,48,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:21:47.334000+00:00,16,False,False,False
message_sent,749270166558343241,884654932060409856,719180744311701505,2025-06-22T19:21:57.491000+00:00,61,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:22:02.168000+00:00,33,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:22:06.548000+00:00,15,False,False,False
message_sent,749270166558343241,884654932060409856,719180744311701505,2025-06-22T19:22:06.910000+00:00,15,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:22:11.894000+00:00,16,False,False,False
message_sent,749270166558343241,884654932060409856,719180744311701505,2025-06-22T19:22:16.862000+00:00,27,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:22:17.671000+00:00,19,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:22:24.802000+00:00,3,False,False,False
message_sent,749270166558343241,884654932060409856,719180744311701505,2025-06-22T19:22:27.113000+00:00,17,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:22:28.604000+00:00,14,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:22:31.781000+00:00,5,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:22:38.566000+00:00,16,False,False,False
message_sent,889652054530879519,884654932060409856,719180744311701505,2025-06-22T19:22:49.735000+00:00,49,False,False,False
message_sent,749270166558343241,884654932060409856,719180744311701505,2025-06-22T19:23:01.394000+00:00,12,False,False,False
